CO_ANO,CO_MES,NO_NCM_ING,NO_PAIS_ING,KG_LIQUIDO
2009,4,"Coffee not roasted or decaffeinated, in grain",China,172800
2009,4,"Coffee not roasted or decaffeinated, in grain",Croatia,249600
2009,4,"Coffee not roasted or decaffeinated, in grain",Cyprus,134400
2009,4,"Coffee not roasted or decaffeinated, in grain",Czech Republic,86400
2009,4,"Coffee not roasted or decaffeinated, in grain",Denmark,640800
2009,4,"Coffee not roasted or decaffeinated, in grain",Ecuador,696000
2009,4,"Coffee not roasted or decaffeinated, in grain",Egypt,163200
2009,4,"Coffee not roasted or decaffeinated, in grain",Finland,1514400
2009,4,"Coffee not roasted or decaffeinated, in grain",France,3916200
2009,4,"Coffee not roasted or decaffeinated, in grain",Germany,27342000
2009,4,"Coffee not roasted or decaffeinated, in grain",Greece,1456200
2009,4,"Coffee not roasted or decaffeinated, in grain",Hong Kong,38400
2009,4,"Coffee not roasted or decaffeinated, in grain",Iceland,57600
2009,4,"Coffee not roasted or decaffeinated, in grain",Ireland,38400
2009,4,"Coffee not roasted or decaffeinated, in grain",Israel,386400
2009,4,"Coffee not roasted or decaffeinated, in grain",Italy,18260120
2009,4,"Coffee not roasted or decaffeinated, in grain",Japan,11752226
2009,4,"Coffee not roasted or decaffeinated, in grain",Jordan,921600
2009,4,"Coffee not roasted or decaffeinated, in grain",Latvia,57600
2009,4,"Coffee not roasted or decaffeinated, in grain",Lebanon,1410300
2009,4,"Coffee not roasted or decaffeinated, in grain",Malaysia,72000
2009,4,"Coffee not roasted or decaffeinated, in grain",Mexico,57600
2009,4,"Coffee not roasted or decaffeinated, in grain",Montenegro,115200
2009,4,"Coffee not roasted or decaffeinated, in grain",Morocco,19200
2009,4,"Coffee not roasted or decaffeinated, in grain",Netherlands,1616400
2009,4,"Coffee not roasted or decaffeinated, in grain",New Zealand,240000
2009,4,"Coffee not roasted or decaffeinated, in grain",North Korea,168600
2009,4,"Coffee not roasted or decaffeinated, in grain",Norway,1113600
2009,4,"Coffee not roasted or decaffeinated, in grain",Poland,374340
2009,4,"Coffee not roasted or decaffeinated, in grain",Portugal,429600
2009,4,"Coffee not roasted or decaffeinated, in grain",Romania,230400
2009,4,"Coffee not roasted or decaffeinated, in grain",Russia,487800
2009,4,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,72000
2009,4,"Coffee not roasted or decaffeinated, in grain",Singapore,56400
2009,4,"Coffee not roasted or decaffeinated, in grain",Slovenia,3354276
2009,4,"Coffee not roasted or decaffeinated, in grain",South Africa,38400
2009,4,"Coffee not roasted or decaffeinated, in grain",South Korea,1345080
2009,4,"Coffee not roasted or decaffeinated, in grain",Spain,5425580
2009,4,"Coffee not roasted or decaffeinated, in grain",Sweden,3571200
2009,4,"Coffee not roasted or decaffeinated, in grain",Switzerland,566400
2009,4,"Coffee not roasted or decaffeinated, in grain",Syria,2092800
2009,4,"Coffee not roasted or decaffeinated, in grain",Taiwan,93600
2009,4,"Coffee not roasted or decaffeinated, in grain",Trinidad and Tobago,19500
2009,4,"Coffee not roasted or decaffeinated, in grain",Tunisia,499980
2009,4,"Coffee not roasted or decaffeinated, in grain",Turkey,899100
2009,4,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,132000
2009,4,"Coffee not roasted or decaffeinated, in grain",United Kingdom,2691600
2009,4,"Coffee not roasted or decaffeinated, in grain",United States,26609060
2009,4,"Coffee not roasted or decaffeinated, in grain",Uruguay,80400
2009,4,"Coffee roasted, not decaffeinated",Argentina,11298
2009,4,"Coffee roasted, not decaffeinated",Bolivia,11382
2009,4,"Coffee roasted, not decaffeinated",Chile,878
2009,4,"Coffee roasted, not decaffeinated",China,220
2009,4,"Coffee roasted, not decaffeinated",Georgia,2750
2009,4,"Coffee roasted, not decaffeinated",Germany,40
2009,4,"Coffee roasted, not decaffeinated",Iran,1750
2009,4,"Coffee roasted, not decaffeinated",Italy,77001
2009,4,"Coffee roasted, not decaffeinated",Japan,3022
2009,4,"Coffee roasted, not decaffeinated",Paraguay,2180
2009,4,"Coffee roasted, not decaffeinated",Poland,2611
2009,4,"Coffee roasted, not decaffeinated",Portugal,5120
2009,4,"Coffee roasted, not decaffeinated",Taiwan,322
2009,4,"Coffee roasted, not decaffeinated",United Kingdom,538
2009,4,"Coffee roasted, not decaffeinated",United States,41817
2009,4,"Coffee roasted, not decaffeinated",Uruguay,9364
2009,4,"Roasted, decaffeinated coffee",Angola,30
2009,4,"Roasted, decaffeinated coffee",Bolivia,10
2009,4,"Roasted, decaffeinated coffee",Paraguay,75
2009,4,"Roasted, decaffeinated coffee",Portugal,250
2009,4,"Roasted, decaffeinated coffee",Uruguay,1250
2009,4,"Soluble coffee, including decaffeinated",Argentina,476854
2009,4,"Soluble coffee, including decaffeinated",Armenia,7665
2009,4,"Soluble coffee, including decaffeinated",Australia,18496
2009,4,"Soluble coffee, including decaffeinated",Belgium,152314
2009,4,"Soluble coffee, including decaffeinated",Bolivia,11279
2009,4,"Soluble coffee, including decaffeinated",Bulgaria,35800
2009,4,"Soluble coffee, including decaffeinated",Canada,222658
2009,4,"Soluble coffee, including decaffeinated",Chile,27346
2009,4,"Soluble coffee, including decaffeinated",China,19230
2009,4,"Soluble coffee, including decaffeinated",Costa Rica,264
2009,4,"Soluble coffee, including decaffeinated",Denmark,6696
2009,4,"Soluble coffee, including decaffeinated",Dominican Republic,571
2009,4,"Soluble coffee, including decaffeinated",El Salvador,34465
2009,4,"Soluble coffee, including decaffeinated",Equatorial Guinea,3960
2009,4,"Soluble coffee, including decaffeinated",Estonia,16150
2009,4,"Soluble coffee, including decaffeinated",Finland,29662
2009,4,"Soluble coffee, including decaffeinated",France,6960
2009,4,"Soluble coffee, including decaffeinated",Georgia,24210
2009,4,"Soluble coffee, including decaffeinated",Germany,103929
2009,4,"Soluble coffee, including decaffeinated",Ghana,7800
2009,4,"Soluble coffee, including decaffeinated",Guatemala,35870
2009,4,"Soluble coffee, including decaffeinated",Honduras,2197
2009,4,"Soluble coffee, including decaffeinated",Hong Kong,14400
2009,4,"Soluble coffee, including decaffeinated",Hungary,21000
2009,4,"Soluble coffee, including decaffeinated",Indonesia,153200
2009,4,"Soluble coffee, including decaffeinated",Iran,48572
2009,4,"Soluble coffee, including decaffeinated",Israel,7268
2009,4,"Soluble coffee, including decaffeinated",Italy,15400
2009,4,"Soluble coffee, including decaffeinated",Jamaica,1506
2009,4,"Soluble coffee, including decaffeinated",Japan,420360
2009,4,"Soluble coffee, including decaffeinated",Jordan,22018
2009,4,"Soluble coffee, including decaffeinated",Kuwait,17304
2009,4,"Soluble coffee, including decaffeinated",Lebanon,57744
2009,4,"Soluble coffee, including decaffeinated",Libya,10506
2009,4,"Soluble coffee, including decaffeinated",Lithuania,35755
2009,4,"Soluble coffee, including decaffeinated",Malaysia,13336
2009,4,"Soluble coffee, including decaffeinated",Mexico,17440
2009,4,"Soluble coffee, including decaffeinated",Myanmar,63805
2009,4,"Soluble coffee, including decaffeinated",Netherlands,6000
2009,4,"Soluble coffee, including decaffeinated",Nicaragua,153593
2009,4,"Soluble coffee, including decaffeinated",Panama,2953
2009,4,"Soluble coffee, including decaffeinated",Paraguay,34414
2009,4,"Soluble coffee, including decaffeinated",Poland,35112
2009,4,"Soluble coffee, including decaffeinated",Portugal,60
2009,4,"Soluble coffee, including decaffeinated",Puerto Rico,1627
2009,4,"Soluble coffee, including decaffeinated",Romania,33868
2009,4,"Soluble coffee, including decaffeinated",Russia,521148
2009,4,"Soluble coffee, including decaffeinated",Saudi Arabia,119723
2009,4,"Soluble coffee, including decaffeinated",Singapore,102915
2009,4,"Soluble coffee, including decaffeinated",South Korea,66565
2009,4,"Soluble coffee, including decaffeinated",Spain,105600
2009,4,"Soluble coffee, including decaffeinated",Suriname,3840
2009,4,"Soluble coffee, including decaffeinated",Switzerland,7500
2009,4,"Soluble coffee, including decaffeinated",Taiwan,6995
2009,4,"Soluble coffee, including decaffeinated",Thailand,19734
2009,4,"Soluble coffee, including decaffeinated",Trinidad and Tobago,37271
2009,4,"Soluble coffee, including decaffeinated",Tunisia,7051
2009,4,"Soluble coffee, including decaffeinated",Turkey,21690
2009,4,"Soluble coffee, including decaffeinated",Ukraine,249822
2009,4,"Soluble coffee, including decaffeinated",United Arab Emirates,46578
2009,4,"Soluble coffee, including decaffeinated",United Kingdom,417256
2009,4,"Soluble coffee, including decaffeinated",United States,1055474
2009,4,"Soluble coffee, including decaffeinated",Uruguay,73849
2009,5,Coffee not roasted or decaffeinated,Uruguay,2400
2009,5,"Coffee not roasted or decaffeinated, except in grain",Bolivia,32
2009,5,"Coffee not roasted or decaffeinated, except in grain",United States,5
2009,5,"Coffee not roasted or decaffeinated, in grain",Albania,19200
2009,5,"Coffee not roasted or decaffeinated, in grain",Algeria,345600
2009,5,"Coffee not roasted or decaffeinated, in grain",Argentina,2526560
2009,5,"Coffee not roasted or decaffeinated, in grain",Australia,1113916
2009,5,"Coffee not roasted or decaffeinated, in grain",Austria,146400
2009,5,"Coffee not roasted or decaffeinated, in grain",Belgium,4818900
2009,5,"Coffee not roasted or decaffeinated, in grain",Bulgaria,151200
2009,5,"Coffee not roasted or decaffeinated, in grain",Canada,939240
2009,5,"Coffee not roasted or decaffeinated, in grain",Cape Verde,57600
2009,5,"Coffee not roasted or decaffeinated, in grain",Chile,430200
2009,5,"Coffee not roasted or decaffeinated, in grain",China,76800
2009,5,"Coffee not roasted or decaffeinated, in grain",Croatia,771876
2009,5,"Coffee not roasted or decaffeinated, in grain",Cuba,1326000
2009,5,"Coffee not roasted or decaffeinated, in grain",Cyprus,96000
2009,5,"Coffee not roasted or decaffeinated, in grain",Czech Republic,194400
2009,5,"Coffee not roasted or decaffeinated, in grain",Denmark,317400
2009,5,"Coffee not roasted or decaffeinated, in grain",Ecuador,481620
2009,5,"Coffee not roasted or decaffeinated, in grain",Egypt,237600
2009,5,"Coffee not roasted or decaffeinated, in grain",Estonia,192000
2009,5,"Coffee not roasted or decaffeinated, in grain",Finland,2762400
2009,5,"Coffee not roasted or decaffeinated, in grain",France,2716380
2009,5,"Coffee not roasted or decaffeinated, in grain",Germany,27130380
2009,5,"Coffee not roasted or decaffeinated, in grain",Greece,1860600
2009,5,"Coffee not roasted or decaffeinated, in grain",Hong Kong,93600
2009,5,"Coffee not roasted or decaffeinated, in grain",Iceland,56173
2009,5,"Coffee not roasted or decaffeinated, in grain",Israel,446340
2009,5,"Coffee not roasted or decaffeinated, in grain",Italy,5931480
2009,5,"Coffee not roasted or decaffeinated, in grain",Japan,6963004
2009,5,"Coffee not roasted or decaffeinated, in grain",Jordan,864600
2009,5,"Coffee not roasted or decaffeinated, in grain",Latvia,57600
2009,5,"Coffee not roasted or decaffeinated, in grain",Lebanon,1810200
2009,5,"Coffee not roasted or decaffeinated, in grain",Libya,134400
2009,5,"Coffee not roasted or decaffeinated, in grain",Malaysia,36000
2009,5,"Coffee not roasted or decaffeinated, in grain",Mexico,19200
2009,5,"Coffee not roasted or decaffeinated, in grain",Montenegro,400800
2009,5,"Coffee not roasted or decaffeinated, in grain",Morocco,57600
2009,5,"Coffee not roasted or decaffeinated, in grain",Netherlands,1690200
2009,5,"Coffee not roasted or decaffeinated, in grain",New Zealand,115200
2009,5,"Coffee not roasted or decaffeinated, in grain",North Korea,151560
2009,5,"Coffee not roasted or decaffeinated, in grain",Norway,1132800
2009,5,"Coffee not roasted or decaffeinated, in grain",Paraguay,107040
2009,5,"Coffee not roasted or decaffeinated, in grain",Poland,414360
2009,5,"Coffee not roasted or decaffeinated, in grain",Portugal,295200
2009,5,"Coffee not roasted or decaffeinated, in grain",Romania,153600
2009,5,"Coffee not roasted or decaffeinated, in grain",Russia,1749600
2009,5,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,165600
2009,5,"Coffee not roasted or decaffeinated, in grain",Serbia,76800
2009,5,"Coffee not roasted or decaffeinated, in grain",Singapore,18000
2009,5,"Coffee not roasted or decaffeinated, in grain",Slovenia,1943384
2009,5,"Coffee not roasted or decaffeinated, in grain",South Africa,76800
2009,5,"Coffee not roasted or decaffeinated, in grain",South Korea,1074780
2009,5,"Coffee not roasted or decaffeinated, in grain",Spain,2691760
2009,5,"Coffee not roasted or decaffeinated, in grain",Sweden,2685000
2009,5,"Coffee not roasted or decaffeinated, in grain",Switzerland,508800
2009,5,"Coffee not roasted or decaffeinated, in grain",Syria,2366400
2009,5,"Coffee not roasted or decaffeinated, in grain",Taiwan,56400
2009,5,"Coffee not roasted or decaffeinated, in grain",Tunisia,636240
2009,5,"Coffee not roasted or decaffeinated, in grain",Turkey,1320600
2009,5,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,96000
2009,5,"Coffee not roasted or decaffeinated, in grain",United Kingdom,1373256
2009,5,"Coffee not roasted or decaffeinated, in grain",United States,35150820
2009,5,"Coffee not roasted or decaffeinated, in grain",Uruguay,110400
2009,5,"Coffee roasted, not decaffeinated",Argentina,11298
2009,5,"Coffee roasted, not decaffeinated",Bolivia,9025
2009,5,"Coffee roasted, not decaffeinated",Chile,15205
2009,5,"Coffee roasted, not decaffeinated",Colombia,101750
2009,5,"Coffee roasted, not decaffeinated",French Guyana,600
2009,5,"Coffee roasted, not decaffeinated",Germany,5441
2009,5,"Coffee roasted, not decaffeinated",Italy,78000
2009,5,"Coffee roasted, not decaffeinated",Japan,31380
2009,5,"Coffee roasted, not decaffeinated",Martinique,108
2009,5,"Coffee roasted, not decaffeinated",Paraguay,6425
2009,5,"Coffee roasted, not decaffeinated",United Kingdom,3800
2009,5,"Coffee roasted, not decaffeinated",United States,348703
2009,5,"Coffee roasted, not decaffeinated",Uruguay,125
2009,5,"Roasted, decaffeinated coffee",Bolivia,150
2009,5,"Roasted, decaffeinated coffee",Chile,50
2009,5,"Roasted, decaffeinated coffee",Japan,22
2009,5,"Roasted, decaffeinated coffee",Paraguay,275
2009,5,"Roasted, decaffeinated coffee",United States,80
2009,5,"Soluble coffee, including decaffeinated",Argentina,136612
2009,5,"Soluble coffee, including decaffeinated",Australia,22691
2009,5,"Soluble coffee, including decaffeinated",Bahrein,10383
2009,5,"Soluble coffee, including decaffeinated",Belgium,93474
2009,5,"Soluble coffee, including decaffeinated",Bolivia,8814
2009,5,"Soluble coffee, including decaffeinated",Bulgaria,33265
2009,5,"Soluble coffee, including decaffeinated",Cameroon,8520
2009,5,"Soluble coffee, including decaffeinated",Canada,132422
2009,5,"Soluble coffee, including decaffeinated",Chile,29762
2009,5,"Soluble coffee, including decaffeinated",Congo,10769
2009,5,"Soluble coffee, including decaffeinated",Costa Rica,3331
2009,5,"Soluble coffee, including decaffeinated",Croatia,43430
2009,5,"Soluble coffee, including decaffeinated",Dominican Republic,378
2009,5,"Soluble coffee, including decaffeinated",El Salvador,10474
2009,5,"Soluble coffee, including decaffeinated",Finland,30571
2009,5,"Soluble coffee, including decaffeinated",France,18930
2009,5,"Soluble coffee, including decaffeinated",French Guyana,288
2009,5,"Soluble coffee, including decaffeinated",Georgia,19698
2009,5,"Soluble coffee, including decaffeinated",Germany,236534
2009,5,"Soluble coffee, including decaffeinated",Ghana,13230
2009,5,"Soluble coffee, including decaffeinated",Greece,5880
2009,5,"Soluble coffee, including decaffeinated",Guatemala,31596
2009,5,"Soluble coffee, including decaffeinated",Honduras,2461
2009,5,"Soluble coffee, including decaffeinated",Hong Kong,20440
2009,5,"Soluble coffee, including decaffeinated",Hungary,42000
2009,5,"Soluble coffee, including decaffeinated",Indonesia,168280
2009,5,"Soluble coffee, including decaffeinated",Iran,5390
2009,5,"Soluble coffee, including decaffeinated",Israel,29204
2009,5,"Soluble coffee, including decaffeinated",Italy,13716
2009,5,"Soluble coffee, including decaffeinated",Jamaica,1848
2009,5,"Soluble coffee, including decaffeinated",Japan,459694
2009,5,"Soluble coffee, including decaffeinated",Jordan,14998
2009,5,"Soluble coffee, including decaffeinated",Kazakhstan,9840
2009,5,"Soluble coffee, including decaffeinated",Kuwait,16176
2009,5,"Soluble coffee, including decaffeinated",Lebanon,40579
2009,5,"Soluble coffee, including decaffeinated",Libya,9532
2009,5,"Soluble coffee, including decaffeinated",Lithuania,33826
2009,5,"Soluble coffee, including decaffeinated",Malaysia,52500
2009,5,"Soluble coffee, including decaffeinated",Mali,7902
2009,5,"Soluble coffee, including decaffeinated",Morocco,35604
2009,5,"Soluble coffee, including decaffeinated",Myanmar,66280
2009,5,"Soluble coffee, including decaffeinated",Netherlands,7440
2009,5,"Soluble coffee, including decaffeinated",New Caledonia,5760
2009,5,"Soluble coffee, including decaffeinated",New Zealand,5048
2009,5,"Soluble coffee, including decaffeinated",Nicaragua,115571
2009,5,"Soluble coffee, including decaffeinated",Panama,2969
2009,5,"Soluble coffee, including decaffeinated",Paraguay,39023
2009,5,"Soluble coffee, including decaffeinated",Poland,72820
2009,5,"Soluble coffee, including decaffeinated",Puerto Rico,578
2009,5,"Soluble coffee, including decaffeinated",Qatar,34828
2009,5,"Soluble coffee, including decaffeinated",Romania,31900
2009,5,"Soluble coffee, including decaffeinated",Russia,435156
2009,5,"Soluble coffee, including decaffeinated",Saudi Arabia,56563
2009,5,"Soluble coffee, including decaffeinated",Singapore,226602
2009,5,"Soluble coffee, including decaffeinated",Slovenia,7000
2009,5,"Soluble coffee, including decaffeinated",South Africa,12055
2009,5,"Soluble coffee, including decaffeinated",South Korea,31230
2009,5,"Soluble coffee, including decaffeinated",Spain,5010
2009,5,"Soluble coffee, including decaffeinated",Suriname,10877
2009,5,"Soluble coffee, including decaffeinated",Syria,5808
2009,5,"Soluble coffee, including decaffeinated",Taiwan,36770
2009,5,"Soluble coffee, including decaffeinated",Thailand,6624
2009,5,"Soluble coffee, including decaffeinated",Trinidad and Tobago,21072
2009,5,"Soluble coffee, including decaffeinated",Tunisia,7503
2009,5,"Soluble coffee, including decaffeinated",Turkey,43380
2009,5,"Soluble coffee, including decaffeinated",Ukraine,280640
2009,5,"Soluble coffee, including decaffeinated",United Arab Emirates,61750
2009,5,"Soluble coffee, including decaffeinated",United Kingdom,487056
2009,5,"Soluble coffee, including decaffeinated",United States,798111
2009,5,"Soluble coffee, including decaffeinated",Uruguay,33637
2009,5,"Soluble coffee, including decaffeinated",Vietnam,1020
2009,6,Coffee not roasted or decaffeinated,Argentina,26760
2009,6,"Coffee not roasted or decaffeinated, except in grain",Angola,9
2009,6,"Coffee not roasted or decaffeinated, except in grain",Bolivia,37
2009,6,"Coffee not roasted or decaffeinated, except in grain",United States,6
2009,6,"Coffee not roasted or decaffeinated, in grain",Albania,38400
2009,6,"Coffee not roasted or decaffeinated, in grain",Algeria,57600
2009,6,"Coffee not roasted or decaffeinated, in grain",Argentina,2988220
2009,6,"Coffee not roasted or decaffeinated, in grain",Australia,569580
2009,6,"Coffee not roasted or decaffeinated, in grain",Austria,64800
2009,6,"Coffee not roasted or decaffeinated, in grain",Belgium,9260400
2009,6,"Coffee not roasted or decaffeinated, in grain",Bulgaria,86400
2009,6,"Coffee not roasted or decaffeinated, in grain",Canada,1556760
2009,6,"Coffee not roasted or decaffeinated, in grain","Canary, Islands",19200
2009,6,"Coffee not roasted or decaffeinated, in grain",Cape Verde,38400
2009,6,"Coffee not roasted or decaffeinated, in grain",Chile,703200
2009,6,"Coffee not roasted or decaffeinated, in grain",China,93600
2009,6,"Coffee not roasted or decaffeinated, in grain",Croatia,576000
2009,6,"Coffee not roasted or decaffeinated, in grain",Cuba,2635200
2009,6,"Coffee not roasted or decaffeinated, in grain",Cyprus,134400
2009,6,"Coffee not roasted or decaffeinated, in grain",Czech Republic,237600
2009,6,"Coffee not roasted or decaffeinated, in grain",Denmark,607800
2009,6,"Coffee not roasted or decaffeinated, in grain",Ecuador,825240
2009,6,"Coffee not roasted or decaffeinated, in grain",Egypt,249600
2009,6,"Coffee not roasted or decaffeinated, in grain",Finland,1936800
2009,6,"Coffee not roasted or decaffeinated, in grain",France,4313100
2009,6,"Coffee not roasted or decaffeinated, in grain",Germany,31332600
2009,6,"Coffee not roasted or decaffeinated, in grain",Greece,980400
2009,6,"Coffee not roasted or decaffeinated, in grain",Hong Kong,134400
2009,6,"Coffee not roasted or decaffeinated, in grain",Indonesia,153600
2009,6,"Coffee not roasted or decaffeinated, in grain",Israel,537600
2009,6,"Coffee not roasted or decaffeinated, in grain",Italy,6930000
2009,6,"Coffee not roasted or decaffeinated, in grain",Japan,9643260
2009,6,"Coffee not roasted or decaffeinated, in grain",Jordan,768000
2009,6,"Coffee not roasted or decaffeinated, in grain",Latvia,115200
2009,6,"Coffee not roasted or decaffeinated, in grain",Lebanon,1721100
2009,6,"Coffee not roasted or decaffeinated, in grain",Mexico,38400
2009,6,"Coffee not roasted or decaffeinated, in grain",Montenegro,96000
2009,6,"Coffee not roasted or decaffeinated, in grain",Morocco,57600
2009,6,"Coffee not roasted or decaffeinated, in grain",Netherlands,1338000
2009,6,"Coffee not roasted or decaffeinated, in grain",New Zealand,57600
2009,6,"Coffee not roasted or decaffeinated, in grain",North Korea,36000
2009,6,"Coffee not roasted or decaffeinated, in grain",Norway,470400
2009,6,"Coffee not roasted or decaffeinated, in grain",Poland,290520
2009,6,"Coffee not roasted or decaffeinated, in grain",Portugal,384000
2009,6,"Coffee not roasted or decaffeinated, in grain",Romania,326400
2009,6,"Coffee not roasted or decaffeinated, in grain",Russia,1114200
2009,6,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,57600
2009,6,"Coffee not roasted or decaffeinated, in grain",Singapore,73200
2009,6,"Coffee not roasted or decaffeinated, in grain",Slovenia,4190560
2009,6,"Coffee not roasted or decaffeinated, in grain",South Africa,153600
2009,6,"Coffee not roasted or decaffeinated, in grain",South Korea,974760
2009,6,"Coffee not roasted or decaffeinated, in grain",Spain,3433040
2009,6,"Coffee not roasted or decaffeinated, in grain",Sweden,3801000
2009,6,"Coffee not roasted or decaffeinated, in grain",Switzerland,552000
2009,6,"Coffee not roasted or decaffeinated, in grain",Syria,2258400
2009,6,"Coffee not roasted or decaffeinated, in grain",Taiwan,150000
2009,6,"Coffee not roasted or decaffeinated, in grain",Trinidad and Tobago,19500
2009,6,"Coffee not roasted or decaffeinated, in grain",Tunisia,499500
2009,6,"Coffee not roasted or decaffeinated, in grain",Turkey,1886400
2009,6,"Coffee not roasted or decaffeinated, in grain",Ukraine,19200
2009,6,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,38400
2009,6,"Coffee not roasted or decaffeinated, in grain",United Kingdom,1327200
2009,6,"Coffee not roasted or decaffeinated, in grain",United States,37196616
2009,6,"Coffee not roasted or decaffeinated, in grain",Uruguay,108000
2009,6,"Coffee not roasted or decaffeinated, in grain",Vietnam,18000
2009,6,"Coffee roasted, not decaffeinated",Angola,450
2009,6,"Coffee roasted, not decaffeinated",Argentina,8600
2009,6,"Coffee roasted, not decaffeinated",Australia,6185
2009,6,"Coffee roasted, not decaffeinated",Bolivia,24224
2009,6,"Coffee roasted, not decaffeinated",Cape Verde,5785
2009,6,"Coffee roasted, not decaffeinated",Chile,1084
2009,6,"Coffee roasted, not decaffeinated",China,40
2009,6,"Coffee roasted, not decaffeinated",Colombia,314226
2009,6,"Coffee roasted, not decaffeinated",Georgia,2900
2009,6,"Coffee roasted, not decaffeinated",Ireland,700
2009,6,"Coffee roasted, not decaffeinated",Italy,78000
2009,6,"Coffee roasted, not decaffeinated",Japan,25023
2009,6,"Coffee roasted, not decaffeinated",Paraguay,5013
2009,6,"Coffee roasted, not decaffeinated",Portugal,8100
2009,6,"Coffee roasted, not decaffeinated",United Kingdom,270
2009,6,"Coffee roasted, not decaffeinated",United States,339530
2009,6,"Coffee roasted, not decaffeinated",Uruguay,5350
2009,6,"Roasted, decaffeinated coffee",Paraguay,50
2009,6,"Roasted, decaffeinated coffee",Portugal,1440
2009,6,"Roasted, decaffeinated coffee",United States,55
2009,6,"Roasted, decaffeinated coffee",Uruguay,1400
2009,6,"Soluble coffee, including decaffeinated",Angola,405
2009,6,"Soluble coffee, including decaffeinated",Argentina,397128
2009,6,"Soluble coffee, including decaffeinated",Australia,42980
2009,6,"Soluble coffee, including decaffeinated",Bahrein,14016
2009,6,"Soluble coffee, including decaffeinated",Belgium,41974
2009,6,"Soluble coffee, including decaffeinated",Bolivia,17882
2009,6,"Soluble coffee, including decaffeinated",Bulgaria,17909
2009,6,"Soluble coffee, including decaffeinated",Canada,176364
2009,6,"Soluble coffee, including decaffeinated",Cape Verde,144
2009,6,"Soluble coffee, including decaffeinated",Chile,69610
2009,6,"Soluble coffee, including decaffeinated",China,11088
2009,6,"Soluble coffee, including decaffeinated",Costa Rica,1252
2009,6,"Soluble coffee, including decaffeinated",Croatia,54835
2009,6,"Soluble coffee, including decaffeinated",Denmark,6696
2009,6,"Soluble coffee, including decaffeinated",Dominican Republic,428
2009,6,"Soluble coffee, including decaffeinated",Egypt,10047
2009,6,"Soluble coffee, including decaffeinated",El Salvador,47760
2009,6,"Soluble coffee, including decaffeinated",Finland,62805
2009,6,"Soluble coffee, including decaffeinated",France,6150
2009,6,"Soluble coffee, including decaffeinated",French Polynesia,3494
2009,6,"Soluble coffee, including decaffeinated",Georgia,27432
2009,6,"Soluble coffee, including decaffeinated",Germany,192120
2009,6,"Soluble coffee, including decaffeinated",Ghana,15410
2009,6,"Soluble coffee, including decaffeinated",Guatemala,28593
2009,6,"Soluble coffee, including decaffeinated",Honduras,2842
2009,6,"Soluble coffee, including decaffeinated",Hong Kong,17440
2009,6,"Soluble coffee, including decaffeinated",Hungary,50400
2009,6,"Soluble coffee, including decaffeinated",Indonesia,107320
2009,6,"Soluble coffee, including decaffeinated",Israel,13868
2009,6,"Soluble coffee, including decaffeinated",Jamaica,3999
2009,6,"Soluble coffee, including decaffeinated",Japan,332003
2009,6,"Soluble coffee, including decaffeinated",Jordan,16135
2009,6,"Soluble coffee, including decaffeinated",Kazakhstan,10128
2009,6,"Soluble coffee, including decaffeinated",Kuwait,25812
2009,6,"Soluble coffee, including decaffeinated",Latvia,6160
2009,6,"Soluble coffee, including decaffeinated",Lebanon,36458
2009,6,"Soluble coffee, including decaffeinated",Lithuania,25879
2009,6,"Soluble coffee, including decaffeinated",Malaysia,33850
2009,6,"Soluble coffee, including decaffeinated",Mali,7658
2009,6,"Soluble coffee, including decaffeinated",Malta,28075
2009,6,"Soluble coffee, including decaffeinated",Mauritania,6060
2009,6,"Soluble coffee, including decaffeinated",Morocco,14472
2009,6,"Soluble coffee, including decaffeinated",Myanmar,95670
2009,6,"Soluble coffee, including decaffeinated",Netherlands,7440
2009,6,"Soluble coffee, including decaffeinated",Nicaragua,99436
2009,6,"Soluble coffee, including decaffeinated",North Korea,600
2009,6,"Soluble coffee, including decaffeinated",Oman,1200
2009,6,"Soluble coffee, including decaffeinated",Panama,2194
2009,6,"Soluble coffee, including decaffeinated",Paraguay,32193
2009,6,"Soluble coffee, including decaffeinated",Poland,87000
2009,6,"Soluble coffee, including decaffeinated",Qatar,6288
2009,6,"Soluble coffee, including decaffeinated",Romania,44411
2009,6,"Soluble coffee, including decaffeinated",Russia,444551
2009,6,"Soluble coffee, including decaffeinated",Saudi Arabia,98367
2009,6,"Soluble coffee, including decaffeinated",Singapore,105905
2009,6,"Soluble coffee, including decaffeinated",South Africa,3650
2009,6,"Soluble coffee, including decaffeinated",South Korea,108527
2009,6,"Soluble coffee, including decaffeinated",Syria,87453
2009,6,"Soluble coffee, including decaffeinated",Thailand,24768
2009,6,"Soluble coffee, including decaffeinated",Trinidad and Tobago,17679
2009,6,"Soluble coffee, including decaffeinated",Turkey,139536
2009,6,"Soluble coffee, including decaffeinated",Ukraine,347921
2009,6,"Soluble coffee, including decaffeinated",United Arab Emirates,80818
2009,6,"Soluble coffee, including decaffeinated",United Kingdom,320871
